"Locus.1","Locus.2","p.val.Bird's Head-Summer","p.val.Bird's Head-Winter","p.val.HaevoSI-Summer","p.val.HaevoSI-Winter","p.val.IsabelSI-South","p.val.Malaysia","p.val.PNG","num.sig.p"
"locus076","locus106",0.640238,0.80272,NA,NA,0.55234,NA,0.319918,0
"locus076","locus116",0.002096,0.824932,NA,NA,0.42733,NA,0.801886,1
"locus076","locus119",0.986042,0.97994,NA,NA,0.645994,NA,0.027354,1
"locus076","locus120",0.515746,0.778104,NA,NA,0.703002,NA,0.46975,0
"locus076","locus128",0.709866,0.313576,NA,NA,0.771368,NA,1,0
"locus076","locus129",0.808048,0.00375,NA,NA,0.875554,NA,1,1
"locus076","locus130",1,NA,NA,NA,0.74036,NA,1,0
"locus076","locus134",0.06637,0.281928,NA,NA,0.063038,NA,1,0
"locus076","locus135",0.299488,0.16776,NA,NA,0.134008,NA,0.855072,0
"locus076","locus137",0.041746,0.170244,NA,NA,0.001488,NA,0.139544,2
"locus076","locus139",0.694274,0.02729,NA,NA,0.155596,NA,0.7734,1
"locus076","locus140",0.68998,0.027542,NA,NA,0.15164,NA,0.772888,1
"locus076","locus146",0.719592,0.88067,0.33446,NA,0.41767,NA,0.14037,0
"locus076","locus148",0.812,0.86304,NA,NA,0.040086,NA,0.726972,1
"locus076","locus151",0.381914,NA,NA,NA,0.800456,NA,0.378032,0
"locus076","locus157",0.759618,NA,NA,NA,0.835954,NA,0.709806,0
"locus076","locus161",0.18167,0.09118,NA,NA,0.31761,NA,0.298244,0
"locus076","locus165",0.925442,0.122,NA,NA,0.486314,NA,0.544632,0
"locus076","locus170",0.944548,0.032232,Inf,NA,0.595046,NA,0.903354,1
"locus076","locus176",0.862968,NA,NA,NA,0.76822,NA,0.43869,0
"locus076","locus184",0.158964,0.18652,NA,NA,0.114042,NA,0.01983,1
"locus076","locus186",0.011704,0.45611,NA,NA,0.16655,NA,0.13516,1
"locus076","locus188",0.656338,0.512626,NA,NA,0.797036,NA,0.75727,0
"locus076","locus189",0.591514,0.747696,NA,NA,0.378378,NA,0.814922,0
"locus076","locus190",0.071936,0.639676,NA,NA,0.009046,NA,0.77153,1
"locus076","locus191",0.000686,NA,NA,NA,0.080048,NA,0.6879,1
"locus076","locus192",0.167374,0.665776,NA,NA,0.51735,NA,0.805148,0
"locus076","locus195",0.074188,0.526834,Inf,NA,0.057658,NA,1,0
"locus076","locus202",0.038016,0.533766,Inf,NA,0.5766,NA,0.638794,1
"locus076","locus215",0.74052,NA,Inf,NA,0.010206,NA,0.054192,1
"locus076","locus227",0.130746,0.600004,Inf,NA,0.223574,NA,1,0
"locus076","locus231",0.700818,0.01052,NA,NA,0.600332,NA,0.770134,1
"locus076","locus235",0.464076,0.000148,NA,NA,0.07931,NA,1,1
"locus076","locus236",0.628594,0.119702,NA,NA,0.824076,NA,0.219614,0
"locus076","locus237",0.184356,0.1158,NA,NA,0.23192,NA,0.803838,0
"locus076","locus239",0.658368,0.553944,NA,NA,0.017176,NA,0.923062,1
"locus076","locus248",0.766308,0.586326,NA,NA,0.887876,NA,0.354258,0
"locus076","locus256",0.99109,0.062818,NA,NA,0.722768,NA,1,0
"locus076","locus263",0.535052,0.008166,NA,NA,0.705224,NA,0.248528,1
"locus076","locus264",0.20373,0.181496,NA,NA,0.105912,NA,0.86856,0
"locus076","locus274",0.41641,0.621842,NA,NA,0.929556,NA,1,0
"locus076","locus280",1,0.065134,NA,NA,0.946244,NA,0.757256,0
"locus076","locus282",0.941548,0.352802,NA,NA,0.843676,NA,0.547494,0
"locus076","locus286",1,0.28386,NA,NA,0.665264,NA,0.54608,0
"locus076","locus291",0.700374,0.542912,NA,NA,0.208796,NA,0.873358,0
"locus076","locus292",0.91568,0.176658,NA,NA,0.433072,NA,1,0
"locus076","locus296",0.362948,0.788798,NA,NA,0.351938,NA,1,0
"locus076","locus301",0.03651,0.125444,NA,NA,0.21356,NA,1,1
"locus076","locus314",1,0.558778,NA,NA,0.594782,NA,1,0
"locus076","locus321",0.419748,0.782522,NA,NA,0.827284,NA,0.63697,0
"locus076","locus322",0.81272,0.682878,NA,NA,0.692656,NA,1,0
"locus076","locus323",0.232112,0.384276,NA,NA,0.57806,NA,0.922128,0
"locus076","locus329",0.40396,0.58851,NA,NA,0.538714,NA,0.437968,0
"locus076","locus332",0.772454,0.615096,1,NA,0.730068,NA,0.219456,0
"locus076","locus358",0.404882,0.086784,NA,NA,0.36438,NA,0.281994,0
"locus076","locus359",0.684224,0.027594,NA,NA,0.153548,NA,Inf,1
"locus076","locus360",0.37868,0.02855,NA,NA,0.475116,NA,1,1
"locus077","locus080",0.248456,0.231988,NA,NA,0.837808,NA,0.34875,0
"locus077","locus083",1,NA,NA,NA,0.554176,NA,0.559518,0
"locus077","locus088",0.22502,0.82184,NA,NA,0.700448,NA,0.516154,0
"locus077","locus093",1,Inf,Inf,NA,1,NA,0.221606,0
"locus077","locus096",0.331428,1,NA,NA,1,NA,0.504568,0
"locus077","locus098",1,0.641138,Inf,NA,0.571066,NA,0.31775,0
"locus077","locus100",0.75417,0.669324,NA,NA,0.576596,NA,1,0
"locus077","locus106",1,1,NA,NA,0.574014,NA,0.696192,0
"locus077","locus116",0.35435,0.724064,NA,NA,0.104504,NA,0.36049,0
"locus077","locus119",0.297156,0.305138,NA,NA,1,NA,0.789228,0
"locus077","locus120",0.626038,1,NA,NA,1,NA,0.154272,0
"locus077","locus128",0.668952,0.256714,NA,Inf,0.199082,NA,1,0
"locus077","locus129",0.14389,0.462654,NA,Inf,1,NA,1,0
"locus077","locus130",1,NA,NA,NA,0.097604,NA,1,0
"locus077","locus134",0.71975,0.218352,NA,NA,0.399056,NA,0.153738,0
"locus077","locus135",0.876178,1,NA,Inf,0.258792,NA,0.338174,0
"locus077","locus137",1,0.685958,NA,Inf,0.567312,NA,1,0
"locus077","locus139",1,0.121228,NA,Inf,0.69587,NA,0.56847,0
"locus077","locus140",1,0.121524,NA,Inf,0.698216,NA,0.570074,0
"locus077","locus146",0.700604,0.291956,Inf,Inf,0.118306,NA,0.341704,0
"locus077","locus148",1,0.759286,NA,Inf,1,NA,0.605912,0
"locus077","locus151",0.624938,NA,NA,Inf,0.551732,NA,0.28516,0
"locus077","locus157",0.657934,NA,NA,NA,0.448152,NA,1,0
"locus077","locus161",0.589068,0.040402,NA,Inf,0.133106,NA,1,1
"locus077","locus165",0.286012,0.449334,Inf,NA,0.439226,NA,0.516532,0
"locus077","locus170",1,1,NA,Inf,0.130662,NA,1,0
"locus077","locus176",0.699708,NA,NA,NA,0.06068,NA,0.526784,0
"locus077","locus184",0.70413,0.525536,NA,Inf,1,NA,0.57267,0
"locus077","locus186",1,0.021424,NA,Inf,0.060486,NA,0.339878,1
"locus077","locus188",0.497862,0.66267,Inf,Inf,0.580594,NA,0.598726,0
"locus077","locus189",0.814572,1,NA,NA,0.74111,1,0.72365,0
"locus077","locus190",0.373064,0.481808,NA,NA,0.675066,1,1,0
"locus077","locus191",1,NA,Inf,NA,0.733362,0.572554,0.094418,0
"locus077","locus192",1,0.428312,NA,NA,0.510734,1,1,0
"locus077","locus195",1,0.592404,Inf,NA,0.29683,1,0.14486,0
"locus077","locus202",0.120588,0.239056,NA,NA,0.306914,1,0.309216,0
"locus077","locus215",0.435726,NA,NA,NA,0.879292,1,1,0
"locus077","locus227",0.70827,1,Inf,NA,0.731384,1,0.638698,0
"locus077","locus231",0.158178,0.336858,NA,NA,0.190616,NA,0.221024,0
"locus077","locus235",0.474648,0.660828,NA,NA,0.262398,Inf,1,0
"locus077","locus236",1,0.32383,NA,NA,1,0.429518,1,0
"locus077","locus237",0.45971,0.428998,NA,NA,0.48811,1,0.489876,0
"locus077","locus239",0.67452,0.290438,NA,NA,0.66582,1,0.692864,0
"locus077","locus248",0.044856,0.891028,NA,NA,0.228028,1,0.152866,1
"locus077","locus256",0.07041,0.658172,Inf,NA,0.28243,NA,0.192182,0
"locus077","locus263",0.663612,0.299874,NA,NA,0.662468,NA,1,0
"locus077","locus264",0.19818,0.821304,NA,NA,0.297346,NA,0.074942,0
"locus077","locus274",0.719402,0.547478,NA,NA,0.27294,NA,1,0
"locus077","locus280",0.120672,0.29203,NA,NA,0.315722,NA,0.439866,0
"locus077","locus282",1,0.50611,NA,NA,0.674342,NA,0.517478,0
"locus077","locus286",1,1,NA,NA,0.605148,NA,0.565292,0
"locus077","locus291",0.125162,0.308854,NA,NA,0.656818,NA,1,0
"locus077","locus292",0.585402,0.189852,NA,NA,0.178378,NA,0.28583,0
"locus077","locus296",1,0.494204,NA,NA,0.748486,NA,0.348022,0
"locus077","locus301",1,0.056898,NA,NA,0.259086,NA,0.637464,0
"locus077","locus314",1,0.71089,NA,NA,1,NA,1,0
"locus077","locus321",0.733866,1,NA,NA,0.211524,NA,0.385578,0
"locus077","locus322",0.805312,0.62991,NA,NA,0.660664,NA,1,0
"locus077","locus323",0.341402,0.785164,NA,NA,1,NA,0.365266,0
"locus077","locus329",0.120682,0.083108,NA,NA,0.864578,NA,0.525346,0
"locus077","locus332",0.25341,0.266606,Inf,NA,0.518342,NA,1,0
"locus077","locus358",0.644116,0.888134,NA,NA,0.507768,NA,0.505386,0
"locus077","locus359",1,0.770274,NA,NA,0.59463,NA,1,0
"locus077","locus360",0.348006,0.642382,Inf,NA,0.489038,NA,1,0
"locus080","locus083",0.301818,NA,NA,NA,0.73053,NA,1,0
"locus080","locus088",0.607328,0.556688,NA,NA,0.656744,NA,0.189102,0
"locus080","locus093",0.136532,Inf,Inf,NA,1,NA,1,0
"locus080","locus096",0.661238,1,NA,NA,0.029868,NA,0.533696,1
"locus080","locus098",0.682944,0.443534,Inf,NA,0.39448,NA,0.646458,0
"locus080","locus100",0.336992,0.387686,NA,NA,0.19878,NA,0.385558,0
"locus080","locus106",0.144254,0.078452,NA,NA,0.645912,NA,0.54046,0
"locus080","locus116",0.794186,0.279236,NA,NA,0.127148,NA,0.147778,0
"locus080","locus119",0.078406,0.167524,NA,NA,0.28792,NA,0.839914,0
"locus080","locus120",0.927762,0.30415,NA,NA,0.866592,NA,0.276292,0
"locus080","locus128",0.44716,0.765036,NA,1,0.974216,NA,0.6755,0
"locus080","locus129",0.831672,0.488214,NA,1,0.24983,NA,0.23332,0
"locus080","locus130",0.733942,NA,NA,NA,0.91015,NA,1,0
"locus080","locus134",0.580592,0.815962,NA,NA,0.849206,NA,0.762566,0
"locus080","locus135",0.628964,0.514532,NA,1,0.714858,NA,0.950344,0
"locus080","locus137",0.931654,0.094914,NA,Inf,0.005042,NA,0.372402,1
"locus080","locus139",0.621982,1,NA,1,0.074054,NA,1,0
"locus080","locus140",0.623382,1,NA,1,0.076338,NA,1,0
"locus080","locus146",0.615706,0.538214,Inf,1,0.777176,NA,0.472812,0
"locus080","locus148",0.538072,0.390126,NA,0.39921,0.560382,NA,1,0
"locus080","locus151",0.580712,NA,NA,1,0.875096,NA,0.579958,0
"locus080","locus157",1,NA,NA,NA,0.156708,NA,1,0
"locus080","locus161",0.589766,0.039568,NA,0.401184,0.10937,NA,1,1
"locus080","locus165",0.587576,0.656492,Inf,NA,0.280852,NA,1,0
"locus080","locus170",0.151116,0.248496,NA,0.601778,0.896476,NA,0.520594,0
"locus080","locus176",0.785902,NA,NA,NA,0.448328,NA,0.13105,0
"locus080","locus184",0.948696,0.049312,NA,1,0.00194,NA,0.588008,2
"locus080","locus186",0.231736,0.112142,NA,1,0.93639,NA,1,0
"locus080","locus188",0.149164,0.492186,Inf,0.299004,0.163718,NA,0.517936,0
"locus080","locus189",0.7669,0.795424,NA,NA,0.715818,1,0.918914,0
"locus080","locus190",0.913196,0.588404,NA,NA,0.472542,1,0.46929,0
"locus080","locus191",0.475012,NA,Inf,NA,0.280564,0.571098,0.334038,0
"locus080","locus192",0.493542,0.174844,NA,NA,0.43446,1,0.772938,0
"locus080","locus195",0.097346,0.272944,Inf,NA,0.665878,1,0.087922,0
"locus080","locus202",0.33234,0.51159,NA,NA,0.010352,1,0.9274,1
"locus080","locus215",0.964014,NA,NA,NA,0.555048,1,0.774284,0
"locus080","locus227",0.859896,0.334916,Inf,NA,0.315928,1,1,0
"locus080","locus231",0.940188,0.737272,NA,NA,0.003984,NA,0.859586,1
"locus080","locus235",0.767642,1,NA,NA,0.605112,Inf,0.314386,0
"locus080","locus236",0.5698,0.443792,NA,NA,0.162,0.42888,0.46944,0
"locus080","locus237",1,0.895924,NA,NA,0.398486,1,0.919454,0
"locus080","locus239",0.816394,0.270266,NA,NA,0.099324,1,0.867358,0
"locus080","locus248",0.004888,0.702318,NA,NA,0.312946,1,0.36997,1
"locus080","locus256",0.387146,0.862756,Inf,NA,0.088054,NA,0.40577,0
"locus080","locus263",0.364878,0.27,NA,NA,0.200256,NA,0.40105,0
"locus080","locus264",0.458148,0.667092,NA,NA,0.598872,NA,0.022258,1
"locus080","locus274",0.174826,0.56995,NA,NA,0.003512,NA,1,1
"locus080","locus280",0.070664,0.855518,NA,NA,0.825266,NA,0.296228,0
"locus080","locus282",0.974122,0.644524,NA,NA,0.482866,NA,0.392548,0
"locus080","locus286",0.881102,0.32281,NA,NA,1,NA,0.82275,0
"locus080","locus291",0.267728,0.082784,NA,NA,0.56339,NA,0.92059,0
"locus080","locus292",0.655146,0.474154,NA,NA,0.707742,NA,0.747716,0
"locus080","locus296",0.449604,0.099534,NA,NA,0.393738,NA,0.174788,0
"locus080","locus301",0.478556,1,NA,NA,0.640636,NA,1,0
"locus080","locus314",0.052014,0.888178,Inf,NA,0.80421,NA,0.619548,0
"locus080","locus321",0.302406,0.36685,NA,NA,0.685622,NA,0.190036,0
"locus080","locus322",0.910216,0.951518,NA,NA,0.932178,NA,0.521316,0
"locus080","locus323",0.49425,0.73277,NA,NA,0.338306,NA,0.672298,0
"locus080","locus329",0.224576,0.819142,NA,NA,0.993258,NA,0.590892,0
"locus080","locus332",0.4596,0.83106,Inf,NA,0.493992,NA,1,0
"locus080","locus358",0.89329,0.956408,NA,NA,0.262144,NA,0.533222,0
"locus080","locus359",0.756172,0.471448,NA,NA,0.5587,NA,1,0
"locus080","locus360",0.502766,0.27531,Inf,NA,0.362604,NA,0.736098,0
"locus083","locus088",0.82357,NA,NA,NA,0.640686,NA,0.388666,0
"locus083","locus093",0.115682,NA,NA,NA,1,NA,0.429166,0
"locus083","locus096",0.012442,NA,NA,NA,0.044992,NA,1,2
"locus083","locus098",0.254852,NA,NA,NA,0.702194,NA,0.205246,0
"locus083","locus100",0.597184,NA,NA,NA,0.764292,NA,1,0
"locus083","locus106",0.212702,NA,NA,NA,0.320258,NA,1,0
"locus083","locus116",0.023986,NA,NA,NA,0.009954,NA,0.739364,2
"locus083","locus119",0.654566,NA,NA,NA,0.42373,NA,0.49124,0
"locus083","locus120",0.524612,NA,NA,NA,0.88454,NA,1,0
"locus083","locus128",0.381318,NA,NA,NA,0.776776,NA,1,0
"locus083","locus129",0.548446,NA,NA,NA,0.499888,NA,1,0
"locus083","locus130",1,NA,NA,NA,0.083854,NA,1,0
"locus083","locus134",0.627192,NA,NA,NA,0.081674,NA,1,0
"locus083","locus135",0.078566,NA,NA,NA,0.896608,NA,0.297474,0
"locus083","locus137",0.448556,NA,NA,NA,0.131628,NA,1,0
"locus083","locus139",0.025236,NA,NA,NA,0.688526,NA,0.28834,1
"locus083","locus140",0.025714,NA,NA,NA,0.689408,NA,0.285518,1
"locus083","locus146",0.197596,NA,NA,NA,0.489064,NA,0.755584,0
"locus083","locus148",0.057436,NA,NA,NA,1,NA,0.392528,0
"locus083","locus151",0.13755,NA,NA,NA,0.901956,NA,1,0
"locus083","locus157",0.633642,NA,NA,NA,0.324012,NA,0.54458,0
"locus083","locus161",0.5696,NA,NA,NA,0.426644,NA,1,0
"locus083","locus165",0.268536,NA,NA,NA,0.78619,NA,0.559048,0
"locus083","locus170",0.9114,NA,NA,NA,0.22348,NA,0.419176,0
"locus083","locus176",0.240928,NA,NA,NA,0.376474,NA,1,0
"locus083","locus184",0.458174,NA,NA,NA,0.347554,NA,0.314416,0
"locus083","locus186",0.260978,NA,NA,NA,1,NA,0.56004,0
"locus083","locus188",0.178576,NA,NA,NA,0.498734,NA,1,0
"locus083","locus189",0.891448,NA,NA,NA,0.839156,0.657728,1,0
"locus083","locus190",1,NA,NA,NA,0.581884,1,0.394578,0
"locus083","locus191",0.060502,NA,NA,NA,0.365414,0.426484,0.546638,0
"locus083","locus192",0.607224,NA,NA,NA,0.928504,0.618244,0.388298,0
"locus083","locus195",0.427024,NA,NA,NA,0.46015,1,1,0
"locus083","locus202",0.141166,NA,NA,NA,0.78083,0.256898,0.504158,0
"locus083","locus215",0.710632,NA,NA,NA,0.827274,0.772774,0.590942,0
"locus083","locus227",0.294334,NA,NA,NA,1,0.257826,1,0
"locus083","locus231",1,NA,NA,NA,0.614668,NA,0.079038,0
"locus083","locus235",0.167698,NA,NA,NA,0.426752,Inf,1,0
"locus083","locus236",0.369392,NA,NA,NA,0.516884,0.42826,0.592546,0
"locus083","locus237",0.766002,NA,NA,NA,0.408914,1,1,0
"locus083","locus239",0.936404,NA,NA,NA,0.561188,1,0.589516,0
"locus083","locus248",0.473802,NA,NA,NA,0.861714,1,0.462884,0
"locus083","locus256",0.42464,NA,NA,NA,0.494098,NA,1,0
"locus083","locus263",1,NA,NA,NA,1,NA,1,0
"locus083","locus264",0.536616,NA,NA,NA,0.594318,NA,0.321176,0
"locus083","locus274",0.340488,NA,NA,NA,0.52118,NA,0.592014,0
"locus083","locus280",0.358448,NA,NA,NA,0.680036,NA,0.241668,0
"locus083","locus282",0.220986,NA,NA,NA,0.731218,NA,0.558558,0
"locus083","locus286",0.562178,NA,NA,NA,0.894454,NA,1,0
"locus083","locus291",0.756438,NA,NA,NA,0.68782,NA,1,0
"locus083","locus292",0.154854,NA,NA,NA,0.150044,NA,0.560288,0
"locus083","locus296",0.051062,NA,NA,NA,0.14599,NA,0.242222,0
"locus083","locus301",0.364954,NA,NA,NA,0.024166,NA,0.461558,1
"locus083","locus314",0.343866,NA,NA,NA,0.696804,NA,1,0
"locus083","locus321",0.082654,NA,NA,NA,0.29146,NA,0.49347,0
"locus083","locus322",0.22311,NA,NA,NA,0.269816,NA,1,0
"locus083","locus323",0.37784,NA,NA,NA,0.184386,NA,0.54386,0
"locus083","locus329",0.702426,NA,NA,NA,0.699674,NA,1,0
"locus083","locus332",0.592372,NA,NA,NA,0.551824,NA,1,0
"locus083","locus358",0.792408,NA,NA,NA,0.325506,NA,0.021064,1
"locus083","locus359",0.257564,NA,NA,NA,0.37386,NA,1,0
"locus083","locus360",0.870128,NA,NA,NA,1,NA,1,0
"locus088","locus093",1,Inf,Inf,NA,1,NA,0.445222,0
"locus088","locus096",0.027374,0.14617,NA,NA,0.55745,NA,0.439746,1
"locus088","locus098",0.529868,0.12853,1,NA,0.439882,NA,0.74978,0
"locus088","locus100",0.106898,0.593474,NA,NA,0.187828,NA,0.718712,0
"locus088","locus106",1,1,NA,NA,0.323024,NA,0.032496,1
"locus088","locus116",0.836092,0.903056,NA,NA,0.780226,NA,0.100484,0
"locus088","locus119",0.50944,0.704364,NA,NA,0.442374,NA,0.923322,0
"locus088","locus120",0.467158,0.845476,NA,NA,0.234442,NA,0.382706,0
"locus088","locus128",0.519236,0.181926,NA,1,0.1467,NA,0.182932,0
"locus088","locus129",0.720166,0.91001,NA,0.57157,0.62834,NA,0.720852,0
"locus088","locus130",1,NA,Inf,NA,0.257908,NA,0.616254,0
"locus088","locus134",0.077254,0.358452,NA,NA,1,NA,0.59044,0
"locus088","locus135",0.62873,0.367454,NA,1,0.029604,NA,0.38608,1
"locus088","locus137",0.191548,1,NA,1,0.015506,NA,0.532604,1
"locus088","locus139",1,0.258876,NA,1,0.223844,NA,0.521978,0
"locus088","locus140",1,0.263532,NA,1,0.223648,NA,0.521824,0
"locus088","locus146",0.610202,0.953878,NA,1,0.240026,NA,0.739122,0
"locus088","locus148",0.340266,1,NA,0.52449,0.488504,NA,0.531732,0
"locus088","locus151",0.660484,NA,NA,0.500448,0.210772,NA,0.341314,0
"locus088","locus157",0.916378,NA,NA,NA,0.890806,NA,1,0
"locus088","locus161",0.265394,0.456246,NA,1,0.469828,NA,0.438426,0
"locus088","locus165",0.844168,0.177218,NA,NA,0.102818,NA,0.031232,1
"locus088","locus170",0.47729,0.943478,NA,0.240938,0.620066,NA,0.152662,0
"locus088","locus176",0.757546,NA,NA,NA,0.085274,NA,0.17673,0
"locus088","locus184",0.013814,0.610064,NA,1,0.893734,NA,0.181052,1
"locus088","locus186",0.566854,0.743298,NA,1,1,NA,0.37437,0
"locus088","locus188",0.828396,0.881422,NA,0.60129,0.108354,NA,0.623202,0
"locus088","locus189",0.402926,0.149436,NA,NA,0.683124,1,0.051148,0
"locus088","locus190",0.744202,1,NA,NA,0.193072,1,0.127188,0
"locus088","locus191",0.764736,NA,NA,NA,0.847568,1,0.163286,0
"locus088","locus192",0.027124,0.886272,NA,NA,0.114822,1,0.90537,1
"locus088","locus195",0.65474,0.194096,1,NA,1,1,1,0
"locus088","locus202",0.743228,0.42935,NA,NA,0.517534,0.485884,0.407674,0
"locus088","locus215",0.395772,NA,NA,NA,0.334012,1,0.273434,0
"locus088","locus227",1,0.904546,Inf,NA,0.435156,1,0.464194,0
"locus088","locus231",0.111934,1,NA,NA,0.211188,NA,0.860222,0
"locus088","locus235",0.49684,0.280434,NA,NA,0.411474,Inf,0.18423,0
"locus088","locus236",0.051906,0.018908,NA,NA,0.31612,0.486644,0.09686,1
"locus088","locus237",0.549512,0.950446,NA,NA,0.82102,0.428558,0.348784,0
"locus088","locus239",0.027602,0.10415,NA,NA,0.061936,1,0.361122,1
"locus088","locus248",0.5283,0.243464,NA,NA,0.601464,0.486526,0.522404,0
"locus088","locus256",0.306078,0.97642,NA,NA,0.13051,NA,0.563162,0
"locus088","locus263",0.46295,1,NA,NA,1,NA,1,0
"locus088","locus264",0.348788,0.625542,NA,NA,0.963866,NA,0.69137,0
"locus088","locus274",0.93574,1,NA,NA,0.189584,NA,0.602572,0
"locus088","locus280",0.061492,0.49197,NA,NA,0.03206,NA,0.615326,1
"locus088","locus282",0.46502,0.345864,NA,NA,0.966096,NA,0.383368,0
"locus088","locus286",0.739204,0.447038,NA,NA,0.505588,NA,0.33989,0
"locus088","locus291",0.95765,1,NA,NA,0.658808,NA,1,0
"locus088","locus292",0.764054,0.53198,NA,NA,0.016452,NA,0.44144,1
"locus088","locus296",0.454018,0.851098,NA,NA,0.47271,NA,0.43929,0
"locus088","locus301",0.713812,0.519512,NA,NA,1,NA,0.463144,0
"locus088","locus314",1,0.134544,NA,NA,0.676016,NA,1,0
"locus088","locus321",0.60622,0.338312,NA,NA,0.323914,NA,1,0
"locus088","locus322",0.109788,0.646146,NA,NA,0.175266,NA,0.874726,0
"locus088","locus323",0.408068,0.95598,NA,NA,0.023516,NA,0.58173,1
"locus088","locus329",0.921172,0.493642,NA,NA,0.187876,NA,0.175608,0
"locus088","locus332",0.69113,0.518548,NA,NA,0.664196,NA,0.610196,0
"locus088","locus358",0.92377,0.741382,NA,NA,0.632456,NA,0.625162,0
"locus088","locus359",0.58813,0.041344,NA,NA,0.70905,NA,1,1
"locus088","locus360",0.732388,0.175906,NA,NA,0.433644,NA,0.880076,0
"locus093","locus096",0.22387,Inf,NA,NA,1,NA,1,0
"locus093","locus098",0.573672,Inf,Inf,NA,1,NA,1,0
"locus093","locus100",1,Inf,NA,NA,0.068344,NA,1,0
"locus093","locus106",1,Inf,NA,NA,1,NA,1,0
"locus093","locus116",0.492288,Inf,NA,NA,0.524534,NA,0.33208,0
"locus093","locus119",1,Inf,NA,NA,0.18186,NA,0.448538,0
"locus093","locus120",0.671206,Inf,NA,NA,1,NA,0.222926,0
"locus093","locus128",0.6537,Inf,NA,Inf,1,NA,1,0
"locus093","locus129",1,Inf,NA,Inf,1,NA,1,0
"locus093","locus130",0.055922,NA,NA,NA,0.300232,NA,1,0
"locus093","locus134",0.146388,Inf,NA,NA,1,NA,1,0
"locus093","locus135",0.572204,Inf,NA,Inf,0.461556,NA,0.553506,0
"locus093","locus137",0.094696,Inf,NA,Inf,0.090262,NA,0.333664,0
"locus093","locus139",1,Inf,NA,Inf,0.31711,NA,1,0
"locus093","locus140",1,Inf,NA,Inf,0.320324,NA,1,0
"locus093","locus146",0.652842,Inf,NA,Inf,1,NA,1,0
"locus093","locus148",0.258218,Inf,NA,Inf,0.456466,NA,0.223422,0
"locus093","locus151",0.48996,NA,NA,Inf,0.417224,NA,1,0
"locus093","locus157",1,NA,NA,NA,1,NA,0.111066,0
"locus093","locus161",0.539232,Inf,NA,Inf,0.4644,NA,1,0
"locus093","locus165",0.663454,Inf,NA,NA,1,NA,1,0
"locus093","locus170",0.033766,Inf,NA,Inf,1,NA,1,1
"locus093","locus176",0.651784,NA,Inf,NA,0.18062,NA,0.446886,0
"locus093","locus184",1,Inf,NA,Inf,1,NA,1,0
"locus093","locus186",1,Inf,NA,Inf,1,NA,0.440628,0
"locus093","locus188",0.303284,Inf,NA,Inf,1,NA,0.551708,0
"locus093","locus189",1,Inf,NA,NA,0.13618,NA,1,0
"locus093","locus190",0.540916,Inf,NA,NA,1,NA,0.444712,0
"locus093","locus191",1,NA,NA,NA,1,NA,0.500028,0
"locus093","locus192",1,Inf,NA,NA,0.486284,NA,0.443682,0
"locus093","locus195",0.634828,Inf,Inf,NA,0.45171,NA,1,0
"locus093","locus202",0.153708,Inf,NA,NA,0.570688,NA,0.556746,0
"locus093","locus215",1,NA,NA,NA,0.401308,NA,0.333756,0
"locus093","locus227",0.435366,Inf,Inf,NA,0.360584,NA,1,0
"locus093","locus231",0.55115,Inf,NA,NA,0.436704,NA,0.500668,0
"locus093","locus235",0.509694,Inf,NA,NA,0.45638,NA,1,0
"locus093","locus236",0.587596,Inf,NA,NA,1,NA,1,0
"locus093","locus237",1,Inf,NA,NA,1,NA,0.109802,0
"locus093","locus239",0.186558,Inf,NA,NA,0.181478,NA,1,0
"locus093","locus248",0.538876,Inf,NA,NA,1,NA,0.447456,0
"locus093","locus256",0.641388,Inf,NA,NA,0.478772,NA,1,0
"locus093","locus263",1,Inf,NA,NA,1,NA,Inf,0
"locus093","locus264",0.18406,Inf,NA,NA,1,NA,1,0
"locus093","locus274",0.48809,Inf,NA,NA,0.500382,NA,1,0
"locus093","locus280",0.14131,Inf,NA,NA,1,NA,1,0
"locus093","locus282",0.492172,Inf,NA,NA,1,NA,1,0
"locus093","locus286",1,Inf,NA,NA,1,NA,1,0
"locus093","locus291",0.157236,Inf,NA,NA,0.090232,NA,1,0
"locus093","locus292",0.604162,Inf,NA,NA,0.227396,NA,1,0
"locus093","locus296",0.224738,Inf,NA,NA,0.248848,NA,1,0
"locus093","locus301",0.223052,Inf,NA,NA,1,NA,1,0
"locus093","locus314",1,Inf,NA,NA,1,NA,Inf,0
"locus093","locus321",0.09763,Inf,NA,NA,0.524026,NA,0.221808,0
"locus093","locus322",0.690578,Inf,NA,NA,1,NA,1,0
"locus093","locus323",0.113938,Inf,NA,NA,0.111926,NA,1,0
"locus093","locus329",0.493422,Inf,NA,NA,0.416806,NA,1,0
"locus093","locus332",0.357586,Inf,NA,NA,1,NA,1,0
"locus093","locus358",1,Inf,NA,NA,1,NA,0.33372,0
"locus093","locus359",1,Inf,NA,NA,1,NA,Inf,0
"locus093","locus360",0.633308,Inf,NA,NA,0.252566,NA,1,0
"locus096","locus098",0.611772,0.282992,1,NA,0.754192,NA,0.747124,0
"locus096","locus100",0.863022,0.291116,NA,NA,0.536776,NA,0.813394,0
"locus096","locus106",0.616096,0.236714,NA,NA,0.314336,NA,0.505614,0
"locus096","locus116",0.848824,0.89731,NA,NA,0.710294,NA,1,0
